comment,typeid,play,pic,subtitle,description,copyright,title,review,author,mid,created,length,video_review,aid,bvid,hide_click,is_pay,is_union_video,is_steins_gate,is_live_playback,meta,is_avoided,attribute,vt_display,is_charging_arc,vt,enable_vt
123,124,12350,http://i0.hdslb.com/bfs/archive/83621e8c7023d50e512cc86d4d6aba7e9d2e9deb.jpg,,有人说，韩国有26万辆出租车，你在大街上看到出租车的概率，就是你遇到一个会偷拍你的N号房会员的概率。坏人无处不在，那么我们女性又能做些什么呢？,1,26万男性用一种看客的心态去娱乐女性却没有一个人站出来选择保护他们，我们女性应该怎么办？,0,学妇产科的董小姐,424086104,1585357542,03:52,101,667564608,BV1sa4y1t7AN,False,0,0,0,0,,0,0,,False,0,0
3388,124,751355,http://i1.hdslb.com/bfs/archive/d8248d0e6694b1b9b4ac0f97cf225ef2e9810577.jpg,,-,1,【单身狗进】关于第一次，这些事情你必须要知道,0,学妇产科的董小姐,424086104,1584941123,03:20,8228,98535808,BV18E411c71T,False,0,0,0,0,,0,0,,False,0,0
8,201,4109,http://i2.hdslb.com/bfs/archive/5ee72d7ae58a09c4f33793bd83ef09d875f05c06.jpg,,"瑞典摄影师Lennart Nilsson，借助内窥镜和电子扫描显微镜，历时12年，记录下生命的诞生过程。
让我们一起敬畏生命吧。",1,生命的诞生真的是个神奇的过程。,0,学妇产科的董小姐,424086104,1584460703,01:11,3,96959360,BV1B7411Z7NR,False,0,0,0,0,,0,0,,False,0,0
145,124,30892,http://i1.hdslb.com/bfs/archive/80e783b0a8f7aece65cb1250409f9bf00f5fe84b.jpg,,“你下面那么黑？一定经验很丰富吧！”去你的！女生的颜色轮不到某些人来联想！,1,你下面那么黑，一定经验很丰富吧？,0,学妇产科的董小姐,424086104,1584140845,01:54,84,96022324,BV1mE411G7k2,False,0,0,0,0,,0,0,,False,0,0
35,124,3503,http://i1.hdslb.com/bfs/archive/40262c8b4f9f9d851be5d4764ac9eec59e0f1e1b.jpg,,"10个月后的小高峰有你的贡献吗？量体温还有这种妙用？这个运动80%的人都不知道？快来学习！
疫情期间宅在家里也要让你自己技能满满哦。",1,10个月后的小高峰有你的贡献吗？量体温还有这种妙用？这个运动80%的人都不知道？再不学你就out啦！,0,学妇产科的董小姐,424086104,1583095107,04:32,22,92977690,BV1kE411E7PB,False,0,0,0,0,,0,0,,False,0,0
110,124,26381,http://i1.hdslb.com/bfs/archive/309ed238faa4a98752ae577a72a026b0a38b7eb5.jpg,,如果你不想恋爱中因为还没有准备好而让自己误入本应可以避免的误区，欢迎你进来看看这期视频。,1,男生女生必修课！关于人工流产，其实并没有想的那么简单！,0,学妇产科的董小姐,424086104,1578400237,05:16,64,82468847,BV1MJ41157U5,False,0,0,0,0,,0,0,,False,0,0
3755,201,876287,http://i1.hdslb.com/bfs/archive/cabbc6e7e9567a01478709e3bae931d8729d0571.jpg,,科普女性都会遇到的小尴尬，解决烦恼,1,那些关于外y瘙痒的尴尬，应该每个女生都有经历过吧？,0,学妇产科的董小姐,424086104,1577701219,03:06,1674,81296415,BV1BJ41187GY,False,0,0,0,0,,0,0,,False,0,0
105,201,26585,http://i0.hdslb.com/bfs/archive/26489bcd38dc847ebc5a7223c715f479fe587e54.jpg,,通过让大家正确认识女性的发育，正确看待自己的身体健康。,1,成年以后，我还能“二次发育”吗？,0,学妇产科的董小姐,424086104,1576929533,03:04,76,80110551,BV1jJ41147Lz,False,0,0,0,0,,0,0,,False,0,0
33,124,8301,http://i0.hdslb.com/bfs/archive/76527330a2d7b12712859ddd560d6dccdc5ba4f8.jpg,,顺产还是剖腹产？每个女人一生中都要纠结一次的问题,1,顺产和剖宫产？每个女人都要纠结的问题,0,学妇产科的董小姐,424086104,1575892040,04:19,31,78636115,BV1SJ411v7YM,False,0,0,0,0,,0,0,,False,0,0
81,124,30778,http://i1.hdslb.com/bfs/archive/ed1560622f0f8ae9d2701750a3e1eda652e75b68.jpg,,短效口服避孕药，完全没必要带着有色眼镜去看待，它的作用远不止避孕那么简单。,1,妇产科里的神药不该再被误解了。短效口服避孕药，不止避孕厉害，治病也很厉害！,0,学妇产科的董小姐,424086104,1575292518,04:36,36,77840123,BV1oJ411z7dM,False,0,0,0,0,,0,0,,False,0,0
82,201,12240,http://i1.hdslb.com/bfs/archive/0ed8a79f48fac90e3d19018ac8a00115efc85999.jpg,,必须了解的痛经知识和如何正确对待痛经，附赠一些月经期的谣言哦。,1,被痛经折磨的小仙女注意了！一份痛经指南请你查收~#好奇心计划#,0,学妇产科的董小姐,424086104,1574860705,04:33,37,77239292,BV1wJ41197Lk,False,0,0,0,0,,0,0,,False,0,0
19,201,6663,http://i0.hdslb.com/bfs/archive/9b1de490c36aa7e17cbe7feade3fd73d60258e62.jpg,,广大女性被坑害的疾病不能再继续有人被骗了！,1,宫颈糜烂不是病！不要再被骗了！,0,学妇产科的董小姐,424086104,1574068098,01:04,3,76139497,BV1GJ411m7pz,False,0,0,0,0,,0,0,,False,0,0
34,201,8792,http://i0.hdslb.com/bfs/archive/e1c5d0e293a16b30b6ea8833e2a23e3d60d71b6c.jpg,,科普宫颈癌疫苗的相关知识，让更多的女性意识到宫颈癌筛查与预防的重要性。,1,接种HPV疫苗预防宫颈癌，越年轻越好！,0,学妇产科的董小姐,424086104,1573549977,04:42,17,75447611,BV1BE411e7Bw,False,0,0,0,0,,0,0,,False,0,0
1189,201,280810,http://i2.hdslb.com/bfs/archive/d2ca8e7a73743880e0d312f446404aa5a7f3fb5d.jpg,,最全最走心的避孕科普，教女性学会爱自己的第一步。,1,学会科学避孕，是当代每个女孩的必备技能！,0,学妇产科的董小姐,424086104,1572949223,03:27,489,74626720,BV1hE411B7JV,False,0,0,0,0,,0,0,,False,0,0
