comment,typeid,play,pic,subtitle,description,copyright,title,review,author,mid,created,length,video_review,aid,bvid,hide_click,is_pay,is_union_video,is_steins_gate,is_live_playback,meta,is_avoided,attribute,vt_display,is_charging_arc,vt,enable_vt
41,201,10451,http://i2.hdslb.com/bfs/archive/bebc5e59f2f547848e349a03367bd33dd6d8453e.jpg,,要说的都在视频了里了，本文参考文献均已列出,1,HPV9价疫苗开放年龄限制，打了2价和4价的都成了大怨种？,0,王大包是个小医生,4411167,1662080400,04:24,3,772683052,BV1t14y1s7Nk,False,0,0,0,0,,0,0,,False,0,0
7,21,2765,http://i1.hdslb.com/bfs/archive/50b6147e9b85f03a1c735c967eff24e4c2d1a4b3.jpg,,视频里之前的科普都在红番薯上头...,1,石墩子治疗痛经！我先去了！亲身体验...没有实践就没有发言权！,0,王大包是个小医生,4411167,1657453403,02:02,7,470801649,BV1zT411g7G4,False,0,0,0,0,,0,0,,False,0,0
227,21,35981,http://i0.hdslb.com/bfs/archive/00ed5a1a5f4ce0f5962484238f700b56eb3ae7cf.jpg,,"随意聊聊医生的收入还有说医学生到底累不累...医生累不累...
个人意见和我有一个朋友系列",1,医学生们！志愿填完了吧！你们一个都跑不掉了！关于学医累不累，学医的收入，学医的工作强度，医学生出路浅聊一下,0,王大包是个小医生,4411167,1656856324,06:29,50,940622583,BV1WW4y1U7Gj,False,0,0,0,0,,0,0,,False,0,0
10,21,2110,http://i1.hdslb.com/bfs/archive/201b5277cb61e5c4321d88880f45b45cf24518f3.jpg,,大概就是发现最近好多模板化的医生自媒体...但是发完发现自己做的也不咋地...,1,关于医生自媒体啊，还有医生博主的一点点不成熟的思考,0,王大包是个小医生,4411167,1653047327,05:12,2,811711781,BV1n34y1E7N1,False,0,0,0,0,,0,0,,False,0,0
4,250,1097,http://i2.hdslb.com/bfs/archive/964a5024ad1c8e67919e80d3a9bdf2e5c52a4437.jpg,,-,1,Vlog my day‖ 推迟好久的咖啡节终于终于开启啦！好久没有看到这么多人了，带大家热闹一下！,0,王大包是个小医生,4411167,1652615010,03:42,1,939041217,BV1kT4y1B7XS,False,0,0,0,0,,0,0,,False,0,0
40,21,7101,http://i1.hdslb.com/bfs/archive/082833c3d152265f3f2483d845ad0ec78d9da4b6.jpg,,大概就记录一下日子哈哈哈,1,王大包简单的一天生活,0,王大包是个小医生,4411167,1652351328,01:49,11,684107942,BV11U4y1m7xi,False,0,0,0,0,,0,0,,False,0,0
15,164,1834,http://i1.hdslb.com/bfs/archive/3b232daa1818fc1fb02465db5447e37a53aeda67.jpg,,跳了十几遍...我的协调性不允许我完成第一个动作...,1,《本草纲目》-我的四肢有自己的想法,0,王大包是个小医生,4411167,1651503768,03:26,0,896242967,BV1nA4y1Q7oz,False,0,0,0,0,,0,0,,False,0,0
34,201,8670,http://i0.hdslb.com/bfs/archive/9d087699e594f47c63064fb35d172197c915e528.jpg,,"这是之前做的一个hpv国产疫苗的科普，大致内容就是国产的hpv疫苗也很顶
视频制作太粗糙了，我打算搞个重制版，并且内容整合一下...",1,国产二价疫苗和其他的HPV疫苗比起来怎么样？,0,王大包是个小医生,4411167,1650207221,04:37,4,640776936,BV1mY4y1h7j3,False,0,0,0,0,,0,0,,False,0,0
134,201,18435,http://i0.hdslb.com/bfs/archive/0b7d44b52f4697b738bfe1071e2298632596b01b.jpg,,"Hpv2价疫苗覆盖的18型病毒在国内并不流行，那是不是2价疫苗就白打了呢？或者说不适合中国女生呢？
这个问题之前收到过很多私信，刚好最近who有发一个《三针和一针效果差不多》的新闻，结合现在的9价焦虑真的可以一起讲一讲。
注：本文相关数据来自于《2021人乳头瘤病毒疫苗临床应用中国专家共识》",1,HPV2价疫苗是不适合中国女生吗？,0,王大包是个小医生,4411167,1650206737,04:26,21,340812334,BV1hR4y1N72J,False,0,0,0,0,,0,0,,False,0,0
10,21,1285,http://i1.hdslb.com/bfs/archive/73500f63de4ea6aa5cece252aa9d174ee9af2ddf.jpg,,当大白上门采样还没有电梯的时候。。。,1,大白爬七楼可能真的会厥过去....,0,王大包是个小医生,4411167,1649808000,03:46,4,810674352,BV1H34y1v7EA,False,0,0,0,0,,0,0,,False,0,0
20,250,1839,http://i0.hdslb.com/bfs/archive/1e2cca14508746242767410f3732432753a799ca.jpg,,"现在每天早上起床跟开盲盒一样，说不定自己小区就封了。
其实准备物资不需要花很多的钱
今天就结合我自己的例子和大家聊一聊如何花最少的钱让家里备上性价比最高的碳水和蛋白质。",1,小区被封，如何用最少的钱准备最需要的物资,0,王大包是个小医生,4411167,1649577596,03:49,12,683110836,BV1FS4y1N7EX,False,0,0,0,0,,0,0,,False,0,0
116,250,20106,http://i0.hdslb.com/bfs/archive/93264016de0df9c869c5df08b4745cd47d1ebde4.jpg,,正所谓就地利用,1,果然隔离都不会放过医生,0,王大包是个小医生,4411167,1649495390,01:29,24,468108730,BV165411U7Xa,False,0,0,0,0,,0,0,,False,0,0
1098,21,53437,http://i1.hdslb.com/bfs/archive/15f361e89afe71db627a95a9bfbeee7b7ff64518.jpg,,"补充一些细节，视频里是2021年6月的婚礼。当时发生这个事情的时候我也很生气，但让我感觉到最无奈的是，我发小在反抗的时候打电话给我发小最多的，是那些同为女性的阿姨，外婆，舅妈等等。
他们家里有个妹妹，小时候也很宠，确实看不出来是有重男轻女的倾向的，或许只有把一些事情摆在台面上，一些事情才会真正显露出来。
为了避免误伤，我发小并不是温州市区，是下面某个县城的。
对了，除了那个奇怪的规定以外，还有一项很奇怪的规定是婚礼上，舅舅是最大的....",1,关于在2021年办婚礼我发小和长辈爆发的矛盾,0,王大包是个小医生,4411167,1648429200,05:51,376,297664600,BV1RF411W7Kt,False,0,0,0,0,,0,0,,False,0,0
183,21,30302,http://i2.hdslb.com/bfs/archive/142dfab3e8e86247c02d9fb9f30c8456b7c97196.jpg,,最近真的在反复想一句话：放下助人情节，尊重他人命运,1,有没有一种可能，这病人就是来折磨我的,0,王大包是个小医生,4411167,1648296868,04:12,74,852563887,BV1VL4y177oQ,False,0,0,0,0,,0,0,,False,0,0
154,21,22077,http://i0.hdslb.com/bfs/archive/b635152cd7dcf6d5e54f22f83955ff3293a55b4a.jpg,,HPV9价疫苗我身边有很多朋友都在去抢，甚至是找黄牛，找机构，还有去澳门香港打的，但她们很多人不知道的是其实9价疫苗产生的抗体和持续性反而不如2价疫苗，关于视频里的数据来源于2017年《人乳头瘤病毒疫苗：世界卫生组织立场文件》和HPV9价以及4价，2价的说明书，下一期更新国产疫苗和进口二价疫苗的对比。,1,HPV9价疫苗真的值得你去排队吗？,0,王大包是个小医生,4411167,1647585598,04:10,14,509759014,BV19u411B7NX,False,0,0,0,0,,0,0,,False,0,0
24,21,3264,http://i1.hdslb.com/bfs/archive/b8ca5a48112b1dd89cd4b3f172a10edd85585bd2.jpg,,勤俭持家嘿嘿,1,老婆，我一个面包的钱买了四个嘿嘿,0,王大包是个小医生,4411167,1647323986,00:35,3,979764525,BV1f44y1K761,False,0,0,0,0,,0,0,,False,0,0
2,164,1195,http://i2.hdslb.com/bfs/archive/5e3025e400187f2f1c77d3a27ec7eea31c009dff.jpg,,当健身房有了跑步排行榜以后，一切都变了。,1,当健身房有了排行榜以后,0,王大包是个小医生,4411167,1642944352,00:27,0,893469202,BV1DP4y1P7mf,False,0,0,0,0,,0,0,,False,0,0
8,201,3032,http://i0.hdslb.com/bfs/archive/527042c5a3358cb137896b7e3b415f44ee983e6c.jpg,,稍微介绍一点点住院医师的工作内容,1,《令人心动的offer3》里的医生都在忙啥,0,王大包是个小医生,4411167,1636788770,03:47,1,251707252,BV1vY411x79o,False,0,0,0,0,,0,0,,False,0,0
8,21,1690,http://i2.hdslb.com/bfs/archive/ac907dae3def5d6b6d77a3da3b011b509318c689.jpg,,今日加餐，补个鸡腿。,1,值班的午饭吃个鸡腿,0,王大包是个小医生,4411167,1629095504,01:34,2,889830296,BV1ZP4y1W7tV,False,0,0,0,0,,0,0,,False,0,0
